Attribute,Keyword Value,Syntax,Type,Reference
printer-state-reasons,wrapper-almost-full,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,wrapper-at-limit,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,wrapper-closed,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,wrapper-configuration-change,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,wrapper-cover-closed,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,wrapper-cover-open,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,wrapper-empty,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,wrapper-full,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,wrapper-interlock-closed,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,wrapper-interlock-open,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,wrapper-jam,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,wrapper-life-almost-over,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,wrapper-life-over,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,wrapper-memory-exhausted,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,wrapper-missing,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,wrapper-motor-failure,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,wrapper-near-limit,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,wrapper-offline,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,wrapper-opened,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,wrapper-over-temperature,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,wrapper-power-saver,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,wrapper-recoverable-failure,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,wrapper-recoverable-storage,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,wrapper-removed,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,wrapper-resource-added,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,wrapper-resource-removed,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,wrapper-thermistor-failure,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,wrapper-timing-failure,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,wrapper-turned-off,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,wrapper-turned-on,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,wrapper-under-temperature,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,wrapper-unrecoverable-failure,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,wrapper-unrecoverable-storage-error,1setOf type2 keyword,,[PWG5100.9]
printer-state-reasons,wrapper-warming-up,1setOf type2 keyword,,[PWG5100.9]
punching-reference-edge,,type1 keyword,,[PWG5100.1]
punching-reference-edge,bottom,type1 keyword,,[PWG5100.1]
punching-reference-edge,left,type1 keyword,,[PWG5100.1]
punching-reference-edge,right,type1 keyword,,[PWG5100.1]
punching-reference-edge,top,type1 keyword,,[PWG5100.1]
punching-reference-edge-supported,,1setOf type1 keyword,,[PWG5100.1]
punching-reference-edge-supported,"<Any ""punching-reference-edge"" value>",1setOf type1 keyword,,[PWG5100.1]
pwg-raster-document-sheet-back,,type2 keyword,,[PWG5102.4]
pwg-raster-document-sheet-back,flipped,type2 keyword,,[PWG5102.4]
pwg-raster-document-sheet-back,manual-tumble,type2 keyword,,[PWG5102.4]
pwg-raster-document-sheet-back,normal,type2 keyword,,[PWG5102.4]
pwg-raster-document-sheet-back,rotated,type2 keyword,,[PWG5102.4]
pwg-raster-document-type-supported,,1setOf type2 keyword,,[PWG5102.4]
pwg-raster-document-type-supported,adobe-rgb_8,1setOf type2 keyword,,[PWG5102.4]
pwg-raster-document-type-supported,adobe-rgb_16,1setOf type2 keyword,,[PWG5102.4]
pwg-raster-document-type-supported,black_1,1setOf type2 keyword,,[PWG5102.4]
pwg-raster-document-type-supported,black_8,1setOf type2 keyword,,[PWG5102.4]
pwg-raster-document-type-supported,black_16,1setOf type2 keyword,,[PWG5102.4]
pwg-raster-document-type-supported,cmyk_8,1setOf type2 keyword,,[PWG5102.4]
pwg-raster-document-type-supported,cmyk_16,1setOf type2 keyword,,[PWG5102.4]
pwg-raster-document-type-supported,device1_8,1setOf type2 keyword,,[PWG5102.4]
pwg-raster-document-type-supported,device1_16,1setOf type2 keyword,,[PWG5102.4]
pwg-raster-document-type-supported,device2_8,1setOf type2 keyword,,[PWG5102.4]
pwg-raster-document-type-supported,device2_16,1setOf type2 keyword,,[PWG5102.4]
pwg-raster-document-type-supported,device3_8,1setOf type2 keyword,,[PWG5102.4]
pwg-raster-document-type-supported,device3_16,1setOf type2 keyword,,[PWG5102.4]
pwg-raster-document-type-supported,device4_8,1setOf type2 keyword,,[PWG5102.4]
pwg-raster-document-type-supported,device4_16,1setOf type2 keyword,,[PWG5102.4]
pwg-raster-document-type-supported,device5_8,1setOf type2 keyword,,[PWG5102.4]
pwg-raster-document-type-supported,device5_16,1setOf type2 keyword,,[PWG5102.4]
pwg-raster-document-type-supported,device6_8,1setOf type2 keyword,,[PWG5102.4]
pwg-raster-document-type-supported,device6_16,1setOf type2 keyword,,[PWG5102.4]
pwg-raster-document-type-supported,device7_8,1setOf type2 keyword,,[PWG5102.4]
pwg-raster-document-type-supported,device7_16,1setOf type2 keyword,,[PWG5102.4]
pwg-raster-document-type-supported,device8_8,1setOf type2 keyword,,[PWG5102.4]
pwg-raster-document-type-supported,device8_16,1setOf type2 keyword,,[PWG5102.4]
pwg-raster-document-type-supported,device9_8,1setOf type2 keyword,,[PWG5102.4]
pwg-raster-document-type-supported,device9_16,1setOf type2 keyword,,[PWG5102.4]
pwg-raster-document-type-supported,device10_8,1setOf type2 keyword,,[PWG5102.4]
pwg-raster-document-type-supported,device10_16,1setOf type2 keyword,,[PWG5102.4]
pwg-raster-document-type-supported,device11_8,1setOf type2 keyword,,[PWG5102.4]
pwg-raster-document-type-supported,device11_16,1setOf type2 keyword,,[PWG5102.4]
pwg-raster-document-type-supported,device12_8,1setOf type2 keyword,,[PWG5102.4]
pwg-raster-document-type-supported,device12_16,1setOf type2 keyword,,[PWG5102.4]
pwg-raster-document-type-supported,device13_8,1setOf type2 keyword,,[PWG5102.4]
pwg-raster-document-type-supported,device13_16,1setOf type2 keyword,,[PWG5102.4]
pwg-raster-document-type-supported,device14_8,1setOf type2 keyword,,[PWG5102.4]
pwg-raster-document-type-supported,device14_16,1setOf type2 keyword,,[PWG5102.4]
pwg-raster-document-type-supported,device15_8,1setOf type2 keyword,,[PWG5102.4]
pwg-raster-document-type-supported,device15_16,1setOf type2 keyword,,[PWG5102.4]
pwg-raster-document-type-supported,rgb_8,1setOf type2 keyword,,[PWG5102.4]
pwg-raster-document-type-supported,rgb_16,1setOf type2 keyword,,[PWG5102.4]
pwg-raster-document-type-supported,sgray_1,1setOf type2 keyword,,[PWG5102.4]
pwg-raster-document-type-supported,sgray_8,1setOf type2 keyword,,[PWG5102.4]
pwg-raster-document-type-supported,sgray_16,1setOf type2 keyword,,[PWG5102.4]
pwg-raster-document-type-supported,srgb_8,1setOf type2 keyword,,[PWG5102.4]
pwg-raster-document-type-supported,srgb_16,1setOf type2 keyword,,[PWG5102.4]
requested-attributes,,1setOf type2 keyword,,[RFC8011]
requested-attributes,all,1setOf type2 keyword,,[RFC8011]
requested-attributes,document-description,1setOf type2 keyword,,[PWG5100.5]
requested-attributes,document-template,1setOf type2 keyword,,[PWG5100.5]
requested-attributes,job-actuals,1setOf type2 keyword,,[PWG5100.8]
requested-attributes,job-description,1setOf type2 keyword,,[RFC8011]
requested-attributes,job-template,1setOf type2 keyword,,[RFC8011]
requested-attributes,printer-description,1setOf type2 keyword,,[RFC8011]
requested-attributes,resource-description,1setOf type2 keyword,,[PWG5100.22]
requested-attributes,resource-status,1setOf type2 keyword,,[PWG5100.22]
requested-attributes,resource-template,1setOf type2 keyword,,[PWG5100.22]
requested-attributes,subscription-description,1setOf type2 keyword,,[RFC3995]
requested-attributes,subscription-template,1setOf type2 keyword,,[RFC3995]
requested-attributes,system-description,1setOf type2 keyword,,[PWG5100.22]
requested-attributes,system-status,1setOf type2 keyword,,[PWG5100.22]
resource-state-reasons,,1setOf type2 keyword,,[PWG5100.22]
resource-state-reasons,"< any ""job-state-reasons"" value >",1setOf type2 keyword,,[PWG5100.22]
resource-state-reasons,cancel-requested,1setOf type2 keyword,,[PWG5100.22]
resource-state-reasons,install-requested,1setOf type2 keyword,,[PWG5100.22]
resource-state-reasons,resource-incoming,1setOf type2 keyword,,[PWG5100.22]
resource-type,,type2 keyword,,[PWG5100.22]
resource-type,executable-firmware,type2 keyword,,[PWG5100.22]
resource-type,executable-software,type2 keyword,,[PWG5100.22]
resource-type,static-font,type2 keyword,,[PWG5100.22]
resource-type,static-form,type2 keyword,,[PWG5100.22]
resource-type,static-icc-profile,type2 keyword,,[PWG5100.22]
resource-type,static-image,type2 keyword,,[PWG5100.22]
resource-type,static-logo,type2 keyword,,[PWG5100.22]
resource-type,static-other,type2 keyword,,[PWG5100.22]
resource-type,static-strings,type2 keyword,,[PWG5100.22]
resource-type,template-document,type2 keyword,,[PWG5100.22]
resource-type,template-job,type2 keyword,,[PWG5100.22]
resource-type,template-printer,type2 keyword,,[PWG5100.22]
save-disposition,,type2 keyword,,[PWG5100.11]
save-disposition,none,type2 keyword,,[PWG5100.11]
save-disposition,print-save,type2 keyword,,[PWG5100.11]
save-disposition,save-only,type2 keyword,,[PWG5100.11]
save-disposition-supported,,1setOf type2 keyword,,[PWG5100.11]
save-disposition-supported,"<Any ""save-disposition"" value>",1setOf type2 keyword,,[PWG5100.11]
save-info-supported,,1setOf type2 keyword,,[PWG5100.11]
save-info-supported,save-document-format,1setOf type2 keyword,,[PWG5100.11]
save-info-supported,save-location,1setOf type2 keyword,,[PWG5100.11]
save-info-supported,save-name,1setOf type2 keyword,,[PWG5100.11]
separator-sheets-type,,type2 keyword | name(MAX),,[PWG5100.3]
separator-sheets-type,both-sheets,type2 keyword | name(MAX),,[PWG5100.3]
separator-sheets-type,end-sheet,type2 keyword | name(MAX),,[PWG5100.3]
separator-sheets-type,none,type2 keyword | name(MAX),,[PWG5100.3]
separator-sheets-type,slip-sheets,type2 keyword | name(MAX),,[PWG5100.3]
separator-sheets-type,start-sheet,type2 keyword | name(MAX),,[PWG5100.3]
separator-sheets-type-supported,,1setOf (type2 keyword | name(MAX)),,[PWG5100.3]
separator-sheets-type-supported,"<Any ""separator-sheets-type"" value>",1setOf (type2 keyword | name(MAX)),,[PWG5100.3]
sides,,type2 keyword,,[RFC8011]
sides,one-sided,type2 keyword,,[RFC8011]
sides,two-sided-long-edge,type2 keyword,,[RFC8011]
sides,two-sided-short-edge,type2 keyword,,[RFC8011]
sides-default,,type2 keyword,,[RFC8011]
sides-default,"<Any ""sides"" value>",type2 keyword,,[RFC8011]
sides-supported,,1setOf type2 keyword,,[RFC8011]
sides-supported,"<Any ""sides"" value>",1setOf type2 keyword,,[RFC8011]
stitching-method,,type2 keyword,,[PWG5100.1]
stitching-method,auto,type2 keyword,,[PWG5100.1]
stitching-method,crimp,type2 keyword,,[PWG5100.1]
stitching-method,wire,type2 keyword,,[PWG5100.1]
stitching-method-supported,,1setOf type2 keyword,,[PWG5100.1]
stitching-method-supported,"<Any ""stitching-method"" value>",1setOf type2 keyword,,[PWG5100.1]
stitching-reference-edge,,type2 keyword,,[PWG5100.3]
stitching-reference-edge,bottom,type2 keyword,,[PWG5100.3]
stitching-reference-edge,left,type2 keyword,,[PWG5100.3]
stitching-reference-edge,right,type2 keyword,,[PWG5100.3]
stitching-reference-edge,top,type2 keyword,,[PWG5100.3]
stitching-reference-edge-supported,,1setOf type2 keyword,,[PWG5100.3]
stitching-reference-edge-supported,"<Any ""stitching-reference-edge"" value>",1setOf type2 keyword,,[PWG5100.3]
stitching-supported,,1setOf type2 keyword,,[PWG5100.3]
stitching-supported,stitching-locations,1setOf type2 keyword,,[PWG5100.3]
stitching-supported,stitching-offset,1setOf type2 keyword,,[PWG5100.3]
stitching-supported,stitching-reference-edge,1setOf type2 keyword,,[PWG5100.3]
subscription-privacy-attributes,,1setOf type2 keyword,,[IPPPRIVACY10]
subscription-privacy-attributes,< any Subscription object attribute >,1setOf type2 keyword,,[IPPPRIVACY10]
subscription-privacy-attributes,all,1setOf type2 keyword,,[IPPPRIVACY10]
subscription-privacy-attributes,default,1setOf type2 keyword,,[IPPPRIVACY10]
subscription-privacy-attributes,none,1setOf type2 keyword,,[IPPPRIVACY10]
subscription-privacy-attributes,subscription-description,1setOf type2 keyword,,[IPPPRIVACY10]
subscription-privacy-attributes,subscription-template,1setOf type2 keyword,,[IPPPRIVACY10]
subscription-privacy-scope,,type2 keyword,,[IPPPRIVACY10]
subscription-privacy-scope,all,type2 keyword,,[IPPPRIVACY10]
subscription-privacy-scope,default,type2 keyword,,[IPPPRIVACY10]
subscription-privacy-scope,none,type2 keyword,,[IPPPRIVACY10]
subscription-privacy-scope,owner,type2 keyword,,[IPPPRIVACY10]
system-state-reasons,,1setOf type2 keyword,,[PWG5100.22]
system-state-reasons,"< any ""printer-state-reasons"" value >",1setOf type2 keyword,,[PWG5100.22]
system-time-source,,type2 keyword | name(MAX),,[PWG5100.22]
system-time-source,dhcp,type2 keyword | name(MAX),,[PWG5100.22]
system-time-source,ntp,type2 keyword | name(MAX),,[PWG5100.22]
system-time-source,onboard,type2 keyword | name(MAX),,[PWG5100.22]
system-time-source,sntp,type2 keyword | name(MAX),,[PWG5100.22]
timeout-predicate,,type2 keyword,,[PWG5100.22]
timeout-predicate,activity,type2 keyword,,[PWG5100.22]
timeout-predicate,inactivity,type2 keyword,,[PWG5100.22]
timeout-predicate,none,type2 keyword,,[PWG5100.22]
trimming-reference-edge,,type1 keyword,,[PWG5100.1]
trimming-reference-edge,bottom,type1 keyword,,[PWG5100.1]
trimming-reference-edge,left,type1 keyword,,[PWG5100.1]
trimming-reference-edge,right,type1 keyword,,[PWG5100.1]
trimming-reference-edge,top,type1 keyword,,[PWG5100.1]
trimming-reference-edge-supported,,1setOf type1 keyword,,[PWG5100.1]
trimming-reference-edge-supported,"<Any ""trimming-reference-edge"" value>",1setOf type1 keyword,,[PWG5100.1]
trimming-type,,type2 keyword | name(MAX),,[PWG5100.1]
trimming-type,draw-line,type2 keyword | name(MAX),,[IPPWG20160325]
trimming-type,full,type2 keyword | name(MAX),,[PWG5100.1]
trimming-type,partial,type2 keyword | name(MAX),,[PWG5100.1]
trimming-type,perforate,type2 keyword | name(MAX),,[PWG5100.1]
trimming-type,score,type2 keyword | name(MAX),,[PWG5100.1]
trimming-type,tab,type2 keyword | name(MAX),,[PWG5100.1]
trimming-type-supported,,1setOf type2 keyword,,[PWG5100.1]
trimming-type-supported,"<Any ""trimming-type value>",1setOf type2 keyword,,[PWG5100.1]
trimming-when,,type2 keyword,,[PWG5100.1]
trimming-when,after-documents,type2 keyword,,[PWG5100.1]
trimming-when,after-job,type2 keyword,,[PWG5100.1]
trimming-when,after-sets,type2 keyword,,[PWG5100.1]
trimming-when,after-sheets,type2 keyword,,[PWG5100.1]
trimming-when-supported,,1setOf type2 keyword,,[PWG5100.1]
trimming-when-supported,"<Any ""trimming-when"" value>",1setOf type2 keyword,,[PWG5100.1]
uri-authentication-supported,,1setOf type2 keyword,,[RFC8011]
uri-authentication-supported,basic,1setOf type2 keyword,,[RFC8011]
uri-authentication-supported,certificate,1setOf type2 keyword,,[RFC8011]
uri-authentication-supported,digest,1setOf type2 keyword,,[RFC8011]
uri-authentication-supported,negotiate,1setOf type2 keyword,,[PWG5100.13]
uri-authentication-supported,none,1setOf type2 keyword,,[RFC8011]
uri-authentication-supported,oauth,1setOf type2 keyword,,[PWG5100.18]
uri-authentication-supported,requesting-user-name,1setOf type2 keyword,,[RFC8011]
uri-security-supported,,1setOf type2 keyword,,[RFC8011]
uri-security-supported,none,1setOf type2 keyword,,[RFC8011]
uri-security-supported,ssl3,1setOf type2 keyword,,[RFC8011]
uri-security-supported,tls,1setOf type2 keyword,,[RFC8011]
which-jobs,,type2 keyword,,[RFC8011]
which-jobs,aborted,type2 keyword,,[PWG5100.11]
which-jobs,all,type2 keyword,,[PWG5100.11]
which-jobs,canceled,type2 keyword,,[PWG5100.11]
which-jobs,completed,type2 keyword,,[RFC8011]
which-jobs,fetchable,type2 keyword,,[PWG5100.18]
which-jobs,not-completed,type2 keyword,,[RFC8011]
which-jobs,pending,type2 keyword,,[PWG5100.11]
which-jobs,pending-held,type2 keyword,,[PWG5100.11]
which-jobs,processing,type2 keyword,,[PWG5100.11]
which-jobs,processing-stopped,type2 keyword,,[PWG5100.11]
which-jobs,proof-print,type2 keyword,,[PWG5100.11]
which-jobs,saved,type2 keyword,,[PWG5100.11]
which-jobs-supported,,1setOf type2 keyword,,[PWG5100.11]
which-jobs-supported,"<Any ""which-jobs"" value>",1setOf type2 keyword,,[PWG5100.11]
which-printers,,type2 keyword,,[PWG5100.22]
which-printers,all,type2 keyword,,[PWG5100.22]
which-printers,idle,type2 keyword,,[PWG5100.22]
which-printers,not-accepting,type2 keyword,,[PWG5100.22]
which-printers,processing,type2 keyword,,[PWG5100.22]
which-printers,shutdown,type2 keyword,,[PWG5100.22]
which-printers,stopped,type2 keyword,,[PWG5100.22]
which-printers,testing,type2 keyword,,[PWG5100.22]
x-image-position,,type2 keyword,,[PWG5100.3]
x-image-position,center,type2 keyword,,[PWG5100.3]
x-image-position,left,type2 keyword,,[PWG5100.3]
x-image-position,none,type2 keyword,,[PWG5100.3]
x-image-position,right,type2 keyword,,[PWG5100.3]
x-image-position-default,,type2 keyword,,[PWG5100.3]
x-image-position-default,"<Any ""x-image-position"" value>",type2 keyword,,[PWG5100.3]
x-image-position-supported,,1setOf type2 keyword,,[PWG5100.3]
x-image-position-supported,"<Any ""x-image-position"" value>",1setOf type2 keyword,,[PWG5100.3]
xri-authentication-supported,,1setOf type2 keyword,,[RFC3380]
xri-authentication-supported,basic,1setOf type2 keyword,,[RFC8011]
xri-authentication-supported,certificate,1setOf type2 keyword,,[RFC8011]
xri-authentication-supported,digest,1setOf type2 keyword,,[RFC8011]
xri-authentication-supported,negotiate,1setOf type2 keyword,,[PWG5100.13]
xri-authentication-supported,none,1setOf type2 keyword,,[RFC8011]
xri-authentication-supported,oauth,1setOf type2 keyword,,[PWG5100.18]
xri-authentication-supported,requesting-user-name,1setOf type2 keyword,,[RFC8011]
xri-security-supported,,1setOf type2 keyword,,[RFC3380]
xri-security-supported,none,1setOf type2 keyword,,[RFC8011]
xri-security-supported,ssl3,1setOf type2 keyword,,[RFC8011]
xri-security-supported,tls,1setOf type2 keyword,,[RFC8011]
y-image-position,,type2 keyword,,[PWG5100.3]
y-image-position,bottom,type2 keyword,,[PWG5100.3]
y-image-position,center,type2 keyword,,[PWG5100.3]
